TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,3391,3391,1,Bidu-Bidu,Bidu-bidu Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,160.889890249509,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705625,555705625,1,Kungkular,Kungkular Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,12.7010807649091,Not Applicable,0,Designated,2012,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705626,555705626,1,Labuan,Labuan Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,1.92500790583428,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3418,3418,1,Labuk Road,Labuk Road Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,1.19775297862543,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,62566,62566,1,Binsuluk,Binsuluk Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,121.463981161112,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9842,9842,1,Gunong Lumaku,Gunong Lumaku Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,66.6224952060815,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9881,9881,1,Brantian-Tatulit,Brantian-Tatulit Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,40.8578453086443,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705610,555705610,1,Bukau Api-Api,Bukau Api-Api Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,8.99956057656569,Not Applicable,0,Designated,2009,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705611,555705611,1,Bukit Balingkadus,Bukit Balingkadus Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,3.04170571173567,Not Applicable,0,Designated,2012,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3420,3420,1,Lamag,Lamag Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,21.338161062426,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9867,9867,1,Malawaring,Malawaring Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,0.930708083427456,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,62573,62573,1,Bukit Taviu,Bukit Taviu Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,86.370659563863,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705623,555705623,1,Kawang,Kawang Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,15.8821426566332,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3410,3410,1,Kelawat,Kelawat Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,2.01306963707281,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705624,555705624,1,Kerangas,Kerangas Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,3.76287715519322,Not Applicable,0,Designated,2009,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,97991,97991,1,Crocker Range,Crocker Range Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,32.5994454025316,Not Applicable,0,Designated,2012,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,10070,10070,1,Dagat,Dagat Virgin Jungle Reserve,Forest Reserve,Forest reserve,National,Ia,Not Applicable,0,0,0,0,1.61956346216895,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,788,788,1,Klias,Klias Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,36.55507160504,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,4039,4039,1,Kretam,Kretam Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,4.20693811785716,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,8794,8794,1,Kulamba,Kulamba Wildlife Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0.0120706986846246,0,206.327414355781,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Wildlife Department (SWD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705615,555705615,1,Dalit,Dalit Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,18.8253166264517,Not Applicable,0,Designated,2012,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705618,555705618,1,Gn. Lumaku,Gn. Lumaku Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,51.4925897764994,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705616,555705616,1,Gana,Gana Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,8.57124033222747,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705617,555705617,1,Ganui,Ganui Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,3.23081524853271,Not Applicable,0,Designated,2009,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3401,3401,1,Garinono,Garinono Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,4.51692325319514,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3402,3402,1,Gemok Hill,Gemok Hill Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,4.39248879061345,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705619,555705619,1,Gunung Kumaka,Gunung Kumaka Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,115.479488801133,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Forest Department Sarawak (FDS),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705620,555705620,1,Gunung Rara Wildlife Corridor,Gunung Rara Wildlife Corridor Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,103.65814325054,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Forest Department Sarawak (FDS),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705621,555705621,1,Gunung Tinkar,Gunung Tinkar Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,100.034462240973,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705622,555705622,1,Imbak Canyon,Imbak Canyon,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,170.475932187177,Not Applicable,0,Designated,2009,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9863,9863,1,Imbok,Imbok Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,1.25325176675769,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3406,3406,1,Kabili Sepilok,Kabili Sepilok Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,42.7650655522393,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9880,9880,1,Kalumpang,Kalumpang Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,37.4581130641482,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9862,9862,1,Karakit,Karakit Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,0.170805919122076,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9879,9879,1,Kawag Gibong,Kawag Gibong Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,7.280293557856,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3421,3421,1,Leila,Leila Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,2.93493293111744,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9849,9849,1,Limau-Limauan,Limau-Limauan Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,2.22417551142658,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9850,9850,1,Lipaso,Lipaso Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,35.3401783918643,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3413,3413,1,"Loro, Kitabu & Lajong","Loro, Kitabu & Lajong Virgin Jungle Reserve",Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,9.21998581734177,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3425,3425,1,Madai Baturong,Madai Baturong Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,58.4949586597435,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9865,9865,1,Maligan,Maligan Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,91.4812369560422,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705627,555705627,1,Malua,Malua Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,339.576811723256,Not Applicable,0,Designated,2013,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705700,555705700,1,Sipadan Island Park,Sipadan Island Park,State Park,State Park,National,II,Not Applicable,2,0,168.024088859234,0,168.200308124236,Not Reported,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sabah Park,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9878,9878,1,Lungmanis,Lungmanis Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,67.4847190120034,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9864,9864,1,Malubuk,Malubuk Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,2.23362453925046,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9866,9866,1,Mamahat,Mamahat Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,0.780531915945051,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,10071,10071,1,Merisuli,Merisuli Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,5.44789337629904,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3430,3430,1,Mt. Andrassy,Mt. Andrassy Protection Forest,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,35.584639650364,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9883,9883,1,Milian-Labau,Milian-Labau Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0,27.6355810104999,Not Applicable,0,Designated,1984,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
